concept,feature,label
wasp,can carry things,0
trolley,can carry objects,1
lorry,can carry objects,1
box,can carry objects,1
car,can carry objects,1
satchel,can carry objects,1
carriage,can carry objects,1
arm,can carry objects,1
van,can carry objects,1
tray,can carry objects,1
basket,can carry objects,1
ladle,can carry objects,1
bag,can carry objects,1
bin,can carry objects,1
mug,can carry objects,1
bowl,can carry objects,1
barrel,can carry objects,1
bucket,can carry objects,1
wheelbarrow,can carry objects,1
bottle,can carry objects,1
cup,can carry objects,1
train,can carry objects,1
wallet,can carry objects,1
truck,can carry objects,1
jug,can carry objects,1
bus,can carry objects,1
ball,can carry objects,0
dice,can carry objects,0
tank,can carry objects,0
basin,can carry objects,0
tricycle,can carry objects,0
violin,can carry objects,0
limousine,can carry objects,0
finger,can carry objects,0
club,can carry objects,0
balloon,can carry objects,0
flounder,can carry objects,0
calf,can carry objects,0
cupboard,can carry objects,0
wine,can carry objects,0
buggy,can carry objects,0
rocket,can carry objects,0
motorcycle,can carry objects,0
dresser,can carry objects,0
jar,can carry objects,0
unicycle,can carry objects,0
bone,can carry objects,0
dove,can carry objects,0
pony,can carry objects,0
leg,can carry objects,0
taxi,can carry objects,0
banana,can carry objects,0
gherkin,can carry objects,0
llama,can carry objects,0
yoghurt,can carry objects,0
catapult,can carry objects,0
gong,can carry objects,0
harpoon,can carry objects,0
ship,can carry objects,0
cage,can carry objects,0
sledge,can carry objects,0
mirror,can carry objects,0
ambulance,can carry objects,0
stool,can carry objects,0
turkey,can carry objects,0
woodpecker,can carry objects,0
skateboard,can carry objects,0
sugar,can carry objects,0
ham,can carry objects,0
artichoke,can carry objects,0
raft,can carry objects,0
tugboat,can carry objects,0
sultana,can carry objects,0
salmon,can carry objects,0
yoyo,can carry objects,0
earmuffs,can carry objects,0
chest_of_drawers,can carry objects,0
tractor,can carry objects,0
tongue,can carry objects,0
spider,can carry objects,0
rattle,can carry objects,0
hyacinth,can carry objects,0
bow,can carry objects,0
airplane,can carry objects,0
toe,can carry objects,0
ashtray,can carry objects,0
boat,can carry objects,0
dress,can carry objects,0
lemonade,can carry objects,0
broom,can carry objects,0
shawl,can carry objects,0
yacht,can carry objects,0
hoe,can carry objects,0
lamp,can carry objects,0
robe,can carry objects,0
sink,can carry objects,0
peeler,can carry objects,0
rollerskate,can carry objects,0
cart,can carry objects,0
scarf,can carry objects,0
strainer,can carry objects,0
bolt,can carry objects,0
locust,can carry objects,0
bench,can carry objects,0
ferry,can carry objects,0
elm,can carry objects,0
bomb,can carry objects,0
chandelier,can carry objects,0
puppet,can carry objects,0
speedboat,can carry objects,0
helicopter,can carry objects,0
clamp,can carry objects,0
kite,can carry objects,0
cat,can carry objects,0
chopping_board,can carry objects,0
drill,can carry objects,0
glider,can carry objects,0
mushroom,can carry objects,0
bicycle,can carry objects,0
canary,can carry objects,0
coach,can carry objects,0
bookcase,can carry objects,0
armor,can carry objects,0
barge,can carry objects,0
jacket,can carry objects,0
dinghy,can carry objects,0
kangaroo,can carry objects,0
shark,can carry objects,0
gown,can carry objects,0
rake,can carry objects,0
caravan,can carry objects,0
chair,can carry objects,0
doll,can carry objects,0
bathtub,can carry objects,0
coffee,can carry objects,0
tank,has an engine,1
lorry,has an engine,1
limousine,has an engine,1
yacht,has an engine,1
car,has an engine,1
rocket,has an engine,1
motorcycle,has an engine,1
moped,has an engine,1
van,has an engine,1
taxi,has an engine,1
ship,has an engine,1
ferry,has an engine,1
ambulance,has an engine,1
speedboat,has an engine,1
helicopter,has an engine,1
houseboat,has an engine,1
tugboat,has an engine,1
tractor,has an engine,1
coach,has an engine,1
barge,has an engine,1
dinghy,has an engine,1
train,has an engine,1
truck,has an engine,1
airplane,has an engine,1
chainsaw,has an engine,1
submarine,has an engine,1
boat,has an engine,1
oil_tanker,has an engine,1
bus,has an engine,1
plow,has an engine,1
ball,has an engine,0
scalpel,has an engine,0
trolley,has an engine,0
lobster,has an engine,0
basin,has an engine,0
tricycle,has an engine,0
violin,has an engine,0
finger,has an engine,0
club,has an engine,0
box,has an engine,0
hoe,has an engine,0
lamp,has an engine,0
buzzard,has an engine,0
buggy,has an engine,0
carriage,has an engine,0
dresser,has an engine,0
peeler,has an engine,0
jar,has an engine,0
kayak,has an engine,0
unicycle,has an engine,0
rollerskate,has an engine,0
cart,has an engine,0
strainer,has an engine,0
banana,has an engine,0
tray,has an engine,0
bolt,has an engine,0
basket,has an engine,0
harpoon,has an engine,0
parka,has an engine,0
ladle,has an engine,0
lizard,has an engine,0
bag,has an engine,0
butter,has an engine,0
budgie,has an engine,0
sledge,has an engine,0
elm,has an engine,0
bomb,has an engine,0
mirror,has an engine,0
bin,has an engine,0
skateboard,has an engine,0
camera,has an engine,0
clamp,has an engine,0
bowl,has an engine,0
bucket,has an engine,0
table,has an engine,0
barrel,has an engine,0
glider,has an engine,0
drill,has an engine,0
corn,has an engine,0
wheelbarrow,has an engine,0
bicycle,has an engine,0
chest_of_drawers,has an engine,0
ladybird,has an engine,0
caterpillar,has an engine,0
bottle,has an engine,0
bookcase,has an engine,0
armor,has an engine,0
nail,has an engine,0
carrot,has an engine,0
shark,has an engine,0
spirit_level,has an engine,0
wallet,has an engine,0
pelican,has an engine,0
mussel,has an engine,0
rake,has an engine,0
ashtray,has an engine,0
caravan,has an engine,0
champagne,has an engine,0
sandwich,has an engine,0
broom,has an engine,0
bathtub,has an engine,0
canoe,has an engine,0
van,contains aluminum,1
motorcycle,contains aluminum,1
taxi,contains aluminum,1
lorry,contains aluminum,1
trolley,contains aluminum,1
airplane,contains aluminum,1
truck,contains aluminum,1
limousine,contains aluminum,1
car,contains aluminum,1
tractor,contains aluminum,1
ambulance,contains aluminum,1
bus,contains aluminum,1
train,contains aluminum,1
helicopter,contains aluminum,1
tank,contains aluminum,0
tricycle,contains aluminum,0
yacht,contains aluminum,0
club,contains aluminum,0
box,contains aluminum,0
lamp,contains aluminum,0
buggy,contains aluminum,0
rocket,contains aluminum,0
carriage,contains aluminum,0
peeler,contains aluminum,0
unicycle,contains aluminum,0
moped,contains aluminum,0
kayak,contains aluminum,0
cart,contains aluminum,0
bolt,contains aluminum,0
basket,contains aluminum,0
ship,contains aluminum,0
harpoon,contains aluminum,0
ladle,contains aluminum,0
ferry,contains aluminum,0
bag,contains aluminum,0
sledge,contains aluminum,0
bin,contains aluminum,0
skateboard,contains aluminum,0
speedboat,contains aluminum,0
houseboat,contains aluminum,0
tugboat,contains aluminum,0
glider,contains aluminum,0
wheelbarrow,contains aluminum,0
bicycle,contains aluminum,0
chest_of_drawers,contains aluminum,0
coach,contains aluminum,0
bottle,contains aluminum,0
barge,contains aluminum,0
dinghy,contains aluminum,0
spirit_level,contains aluminum,0
ashtray,contains aluminum,0
submarine,contains aluminum,0
caravan,contains aluminum,0
boat,contains aluminum,0
oil_tanker,contains aluminum,0
canoe,contains aluminum,0
frisbee,is aerodynamic,1
kite,is aerodynamic,1
glider,is aerodynamic,1
airplane,is aerodynamic,1
spear,is aerodynamic,1
arrow,is aerodynamic,1
rocket,is aerodynamic,1
boomerang,is aerodynamic,1
raft,is aerodynamic,0
tricycle,is aerodynamic,0
yoyo,is aerodynamic,0
wheelbarrow,is aerodynamic,0
balloon,is aerodynamic,0
bicycle,is aerodynamic,0
earmuffs,is aerodynamic,0
tractor,is aerodynamic,0
doll,is aerodynamic,0
dagger,is aerodynamic,0
peeler,is aerodynamic,0
rattle,is aerodynamic,0
unicycle,is aerodynamic,0
van,is aerodynamic,0
bow,is aerodynamic,0
bullet,is aerodynamic,0
catapult,is aerodynamic,0
sword,is aerodynamic,0
crossbow,is aerodynamic,0
sledge,is aerodynamic,0
boat,is aerodynamic,0
gun,is aerodynamic,0
chandelier,is aerodynamic,0
skateboard,is aerodynamic,0
hummingbird,is streamlined,1
robin,is streamlined,1
buzzard,is streamlined,1
wren,is streamlined,1
emu,is streamlined,1
owl,is streamlined,1
peacock,is streamlined,1
kayak,is streamlined,1
duck,is streamlined,1
wetsuit,is streamlined,1
dove,is streamlined,1
flamingo,is streamlined,1
ostrich,is streamlined,1
partridge,is streamlined,1
goose,is streamlined,1
budgie,is streamlined,1
penguin,is streamlined,1
crane,is streamlined,1
swan,is streamlined,1
turkey,is streamlined,1
woodpecker,is streamlined,1
falcon,is streamlined,1
dolphin,is streamlined,1
speedboat,is streamlined,1
parakeet,is streamlined,1
heron,is streamlined,1
swimsuit,is streamlined,1
kingfisher,is streamlined,1
hawk,is streamlined,1
cockerel,is streamlined,1
canary,is streamlined,1
sparrow,is streamlined,1
chicken,is streamlined,1
magpie,is streamlined,1
pelican,is streamlined,1
seagull,is streamlined,1
raven,is streamlined,1
starling,is streamlined,1
nightingale,is streamlined,1
seal,is streamlined,1
pigeon,is streamlined,1
boat,is streamlined,1
rattlesnake,is streamlined,1
eagle,is streamlined,1
canoe,is streamlined,1
